Gene,_SCORE_GRP2_,_SCORE_GRP1_,_SCORE_GRP11_,_SCORE_GRP13_,_SCORE_GRP4_,_SCORE_GRP12_,_SCORE_GRP5_,_SCORE_GRP7_,_SCORE_GRP6_,_SCORE_GRP3_,_SCORE_GRP9_,_SCORE_GRP8_,_SCORE_GRP14_,_SCORE_GRP15_,_SCORE_GRP10_,GRP1|19_GO:0006520|-25.289|amino acid metabolic process,GRP1|19_GO:0034660|-10.514|ncRNA metabolic process,GRP1|19_GO:0006399|-15.983|tRNA metabolic process,GRP1|19_GO:0006418|-18.262|tRNA aminoacylation for protein translation,GRP1|6_R-HSA-379726|-21.751|Mitochondrial tRNA aminoacylation,GRP1|6_R-HSA-379724|-18.144|tRNA Aminoacylation,GRP1|19_GO:0043039|-17.919|tRNA aminoacylation,GRP1|19_GO:0043038|-17.810|amino acid activation,GRP1|24_hsa00970|-16.004|Aminoacyl-tRNA biosynthesis,GRP1|19_GO:0000959|-9.459|mitochondrial RNA metabolic process,GRP1|19_GO:0070127|-11.803|tRNA aminoacylation for mitochondrial protein translation,GRP2|19_GO:0043603|-24.498|amide metabolic process,GRP2|19_GO:0043604|-22.546|amide biosynthetic process,GRP2|19_GO:0006412|-22.440|translation,GRP2|6_R-HSA-72766|-24.950|Translation,GRP2|19_GO:0043043|-21.817|peptide biosynthetic process,GRP2|19_GO:0006518|-20.054|peptide metabolic process,GRP2|19_GO:0140053|-23.403|mitochondrial gene expression,GRP2|19_GO:0032543|-25.274|mitochondrial translation,GRP2|6_R-HSA-5368286|-14.740|Mitochondrial translation initiation,"GRP2|33_CORUM:320|-15.295|55S ribosome, mitochondrial",GRP2|6_R-HSA-5389840|-14.740|Mitochondrial translation elongation,GRP2|6_R-HSA-5419276|-14.740|Mitochondrial translation termination,GRP2|6_R-HSA-5368287|-14.439|Mitochondrial translation,GRP2|24_hsa03010|-11.848|Ribosome,"GRP2|33_CORUM:324|-13.220|39S ribosomal subunit, mitochondrial",GRP3|24_hsa01200|-13.489|Carbon metabolism,GRP3|19_GO:0006790|-5.539|sulfur compound metabolic process,GRP3|19_GO:0033875|-5.382|ribonucleoside bisphosphate metabolic process,GRP3|19_GO:0033865|-5.382|nucleoside bisphosphate metabolic process,GRP3|19_GO:0034032|-5.382|purine nucleoside bisphosphate metabolic process,GRP3|19_GO:0035383|-4.474|thioester metabolic process,GRP3|19_GO:0006637|-4.474|acyl-CoA metabolic process,GRP3|19_GO:0032787|-2.429|monocarboxylic acid metabolic process,GRP3|19_GO:0006091|-5.003|generation of precursor metabolites and energy,GRP3|24_hsa00380|-4.072|Tryptophan metabolism,GRP3|27_WP3925|-7.516|Amino acid metabolism,GRP3|19_GO:0043648|-4.455|dicarboxylic acid metabolic process,GRP3|19_GO:0043543|-2.379|protein acylation,GRP3|19_GO:0045333|-3.183|cellular respiration,GRP3|19_GO:0009060|-3.476|aerobic respiration,GRP3|19_GO:0015980|-2.698|energy derivation by oxidation of organic compounds,GRP3|27_WP78|-5.205|TCA cycle (aka Krebs or citric acid cycle),GRP3|27_WP2453|-5.367|TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc),GRP3|6_R-HSA-71403|-4.932|Citric acid cycle (TCA cycle),GRP3|24_hsa00020|-4.516|Citrate cycle (TCA cycle),GRP3|19_GO:0006099|-4.389|tricarboxylic acid cycle,GRP3|6_R-HSA-71406|-3.721|Pyruvate metabolism and Citric Acid (TCA) cycle,GRP3|6_R-HSA-1428517|-2.251|The citric acid (TCA) cycle and respiratory electron transport,GRP3|27_WP4932|-2.886|7q11.23 copy number variation syndrome,GRP4|19_GO:0090407|-11.519|organophosphate biosynthetic process,GRP4|19_GO:0055086|-12.615|nucleobase-containing small molecule metabolic process,GRP4|19_GO:0006753|-12.132|nucleoside phosphate metabolic process,GRP4|19_GO:0009117|-12.241|nucleotide metabolic process,GRP4|19_GO:0072521|-11.296|purine-containing compound metabolic process,GRP4|19_GO:0006163|-11.671|purine nucleotide metabolic process,GRP4|19_GO:0019693|-11.033|ribose phosphate metabolic process,GRP4|19_GO:0009259|-9.843|ribonucleotide metabolic process,GRP4|19_GO:0009150|-8.802|purine ribonucleotide metabolic process,GRP4|19_GO:1901137|-5.544|carbohydrate derivative biosynthetic process,GRP4|19_GO:1901293|-7.210|nucleoside phosphate biosynthetic process,GRP4|19_GO:0009165|-7.236|nucleotide biosynthetic process,GRP4|19_GO:0046390|-6.582|ribose phosphate biosynthetic process,GRP4|19_GO:0072522|-6.284|purine-containing compound biosynthetic process,GRP4|19_GO:0006164|-6.397|purine nucleotide biosynthetic process,GRP4|19_GO:0009260|-5.399|ribonucleotide biosynthetic process,GRP4|19_GO:0009152|-4.339|purine ribonucleotide biosynthetic process,GRP4|24_hsa00230|-5.209|Purine metabolism,GRP4|19_GO:0009124|-7.644|nucleoside monophosphate biosynthetic process,GRP4|19_GO:0009156|-8.124|ribonucleoside monophosphate biosynthetic process,GRP4|19_GO:0009161|-6.886|ribonucleoside monophosphate metabolic process,GRP4|19_GO:0009123|-6.330|nucleoside monophosphate metabolic process,GRP4|6_R-HSA-15869|-4.311|Metabolism of nucleotides,GRP4|19_GO:0006177|-5.553|GMP biosynthetic process,GRP4|6_R-HSA-73817|-5.895|Purine ribonucleoside monophosphate biosynthesis,GRP4|6_R-HSA-8956320|-5.553|Nucleotide biosynthesis,GRP4|19_GO:0009168|-5.061|purine ribonucleoside monophosphate biosynthetic process,GRP4|19_GO:0009127|-4.932|purine nucleoside monophosphate biosynthetic process,GRP4|19_GO:0046037|-4.656|GMP metabolic process,GRP4|19_GO:0009167|-4.072|purine ribonucleoside monophosphate metabolic process,GRP4|19_GO:0009126|-4.011|purine nucleoside monophosphate metabolic process,GRP5|6_R-HSA-71291|-12.277|Metabolism of amino acids and derivatives,GRP5|19_GO:1901605|-11.110|alpha-amino acid metabolic process,GRP5|24_hsa00630|-10.524|Glyoxylate and dicarboxylate metabolism,GRP5|19_GO:0044282|-5.151|small molecule catabolic process,GRP5|19_GO:0009063|-5.513|amino acid catabolic process,GRP5|19_GO:1901606|-5.940|alpha-amino acid catabolic process,GRP5|19_GO:0016054|-3.954|organic acid catabolic process,GRP5|19_GO:0046395|-3.954|carboxylic acid catabolic process,GRP5|6_R-HSA-389661|-8.337|Glyoxylate metabolism and glycine degradation,"GRP5|24_hsa00260|-4.136|Glycine, serine and threonine metabolism",GRP5|19_GO:0009069|-4.169|serine family amino acid metabolic process,GRP6|24_hsa01240|-10.625|Biosynthesis of cofactors,GRP6|19_GO:1901615|-2.564|organic hydroxy compound metabolic process,GRP6|19_GO:1901617|-2.292|organic hydroxy compound biosynthetic process,GRP6|19_GO:0072524|-6.274|pyridine-containing compound metabolic process,GRP6|19_GO:0072525|-4.472|pyridine-containing compound biosynthetic process,GRP6|6_R-HSA-196854|-2.166|Metabolism of vitamins and cofactors,GRP7|19_GO:0044283|-6.492|small molecule biosynthetic process,GRP7|24_hsa01230|-9.770|Biosynthesis of amino acids,GRP7|19_GO:0016053|-4.691|organic acid biosynthetic process,GRP7|19_GO:0046394|-4.718|carboxylic acid biosynthetic process,GRP7|19_GO:0008652|-4.786|amino acid biosynthetic process,GRP7|19_GO:1901607|-4.981|alpha-amino acid biosynthetic process,GRP7|19_GO:0009064|-6.448|glutamine family amino acid metabolic process,GRP7|19_GO:0006541|-6.736|glutamine metabolic process,GRP7|27_WP4290|-5.801|Metabolic reprogramming in colon cancer,GRP8|19_GO:0009991|-3.288|response to extracellular stimulus,GRP8|19_GO:0031667|-3.430|response to nutrient levels,GRP8|19_GO:0042594|-2.065|response to starvation,GRP8|19_GO:0006979|-3.017|response to oxidative stress,GRP8|19_GO:0009743|-2.172|response to carbohydrate,GRP8|19_GO:0034284|-2.364|response to monosaccharide,GRP8|6_R-HSA-3299685|-4.238|Detoxification of Reactive Oxygen Species,GRP8|27_WP408|-4.389|Oxidative stress response,GRP8|6_R-HSA-9711123|-2.117|Cellular response to chemical stress,GRP9|19_GO:0005975|-3.582|carbohydrate metabolic process,GRP9|19_GO:0016052|-4.133|carbohydrate catabolic process,GRP9|19_GO:0005996|-2.185|monosaccharide metabolic process,GRP9|19_GO:0046496|-3.393|nicotinamide nucleotide metabolic process,GRP9|19_GO:0019362|-3.393|pyridine nucleotide metabolic process,GRP10|19_GO:0008033|-3.801|tRNA processing,GRP10|6_R-HSA-72306|-2.875|tRNA processing,GRP10|19_GO:0006400|-3.037|tRNA modification,GRP10|19_GO:0009451|-2.244|RNA modification,GRP11|19_GO:0008610|-3.705|lipid biosynthetic process,GRP11|19_GO:0046486|-3.146|glycerolipid metabolic process,GRP11|19_GO:0045017|-2.966|glycerolipid biosynthetic process,GRP11|19_GO:0046474|-2.094|glycerophospholipid biosynthetic process,GRP12|19_GO:0009141|-2.327|nucleoside triphosphate metabolic process,GRP12|19_GO:0009199|-2.458|ribonucleoside triphosphate metabolic process,GRP12|24_hsa01232|-3.164|Nucleotide metabolism,GRP12|24_hsa00983|-3.241|Drug metabolism - other enzymes,GRP13|19_GO:0051604|-2.589|protein maturation,GRP14|6_R-HSA-9609507|-2.349|Protein localization,GRP15|19_GO:0006457|-2.004|protein folding,_SORT_,_SORT_GRP1_,_SORT_GRP2_,_SORT_GRP3_,_SORT_GRP4_,_SORT_GRP5_,_SORT_GRP6_,_SORT_GRP7_,_SORT_GRP8_,_SORT_GRP9_,_SORT_GRP10_,_SORT_GRP11_,_SORT_GRP12_,_SORT_GRP13_,_SORT_GRP14_,_SORT_GRP15_
51116,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
54963,0.0,0.0,0.0,0.0,0.5161290322580645,1.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.4,0.0,0.3,0.4,0.4,0.4,0.0,0.0,0.3,0.0,0.0,0.4,0.4,0.4,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.0,15,0,0,0,7,0,0,9,0,0,0,0,2,0,0,0
10380,0.0,0.0,1.0,0.0,0.2903225806451613,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,6,9,0,0,0,0,0,0,2,0,0,0,0
57176,0.4,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0
10201,0.0,0.0,0.0,0.0,0.5806451612903226,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.0,14,0,0,0,4,0,7,0,0,0,0,0,1,0,0,0
51067,0.5333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.4,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
23761,0.0,0.0,1.0,1.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4,0,0,0,17,0,0,0,0,0,0,1,0,1,0,0
54938,0.5333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.4,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0
9553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.3,0.3,0.3,0.2,0.2,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,17,0,9,0,2,0,0,0,0,0,0,0,0,0,0
2653,0.0,0.09090909090909091,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.3,0.3,0.3,0.2,0.2,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3,18,0,11,0,1,0,0,0,0,0,0,0,3,0,0
4351,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,0,0,15,0,8,0,0,5,0,0,0,0,0,0
11222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,0.0,0.0,1.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0
